paper_id,prior_status,final_subject_type,artifact_eligible,evidence,resolution,still_deferred
CUMCM-1997-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1997-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1998-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-1999-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-B-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-C-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-D-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-D-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2000-D-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-011,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-A-012,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-B-009,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2001-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2001-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2002-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-011,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-012,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-013,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-014,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-A-015,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-007,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2002-B-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-B-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2002-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2003-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-007,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2003-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-A-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-003,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2003-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-B-011,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-C-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2003-D-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-D-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-D-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-D-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2003-D-005,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2004-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-A-006,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2004-A-007,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2004-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2004-B-008,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2004-C-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2004-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2005-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-A-008,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2005-B-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2005-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-C-003,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2005-C-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-C-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-C-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2005-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2006-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
