paper_id,artifact_set_id,year,problem,stratum,source_route,marker_only_page_count,marker_count,fully_marker_only,formal_body_substantive_content_present,marker_semantics,page_boundary_preserved,structural_non_page_local,confirmed_missing_page_count,legitimate_blank_page_count,unresolved_page_count,governed_duplicate,shared_formal_path,shared_body_sha,formal_body_path,formal_body_sha256,source_path,source_sha256,identity_binding_valid,membership_binding_valid,artifact_binding_valid,source_binding_valid,classification,root_cause_category,repair_required,repair_layer,review_evidence_repair_required,human_rereview_required,confidence,notes
CUMCM-1992-A-001,derived/scale/papers/CUMCM-1992-A-001,1992,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,1,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,1,1,0,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,derived/scale/papers/CUMCM-1992-A-001/paper.md,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,1992年数学建模国赛优秀论文/1992年A题优秀论文③ 施肥效果分析.pdf,F784800B2EE0929904DA04B05C302B0E68D299A70818956AB615EE8D98DD6F2B,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1997-B-007,derived/scale/papers/CUMCM-1997-B-007,1997,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-1997-B-007/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：长方体材料截断切割的优化设计.pdf,E2A86C0188B188DB135A87DD41AF498679DC95D2D6931A2CF18E554CC05A6635,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-A-001,derived/scale/papers/CUMCM-1998-A-001,1998,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,2,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,2,1,0,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,derived/scale/papers/CUMCM-1998-A-001/paper.md,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资收益与风险的优化模型.pdf,4A2874E66796AC3E5CEF35A48C2A4BB0E73094E824DE2335C0091F86EE51AC27,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-A-005,derived/scale/papers/CUMCM-1998-A-005,1998,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-1998-A-005/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：一类投资组合问题的建模与分析.pdf,ED7FFCBFAD82E9A6746032B986638F063D7AD9C1B7B155C0A773707C602297BB,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-A-007,derived/scale/papers/CUMCM-1998-A-007,1998,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,3,0,2,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-1998-A-007/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合与模糊规划模型.pdf,9916DF219AE450DE559416FC928BC4DF0EE7FCB63B13887739C487F561D04B30,1,1,1,1,CONFIRMED_DEFECTIVE,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,1,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,0,1,HIGH,Confirmed by existing G11 selected-page PNG/excerpt evidence; 9 confirmed identities also retain additional unresolved marker-only pages.
CUMCM-1998-A-008,derived/scale/papers/CUMCM-1998-A-008,1998,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,4,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,4,1,0,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,derived/scale/papers/CUMCM-1998-A-008/paper.md,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：风险投资组合的线性规划模型.pdf,80B961D364E4583CD89574C3B52804FDB1137CF8A1AB6F401A3995DCB99ECED2,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-001,derived/scale/papers/CUMCM-1998-B-001,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-1998-B-001/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视路线的设计.pdf,B4EC3677E59F66CF1C7673756505949CE68621D3DF90864635B908B73CF92AA5,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-002,derived/scale/papers/CUMCM-1998-B-002,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,4,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,4,1,0,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,derived/scale/papers/CUMCM-1998-B-002/paper.md,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视路线最优解的证明.pdf,AEA77C1928F637D91DEE5F427617A3930BAAC6EFD41FE5560427E03531CBC457,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-003,derived/scale/papers/CUMCM-1998-B-003,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-1998-B-003/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视的最佳路线.pdf,196EAF403EC3725632273A716DD2D9A4EABF8D108FFA44730D57631A553B117D,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-004,derived/scale/papers/CUMCM-1998-B-004,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-1998-B-004/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视路线寻优模型.pdf,1E452CF804FF317B9CAEB58EFEE88F69BE0C2BAB1F78613962DA4EA6E4147D2B,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-005,derived/scale/papers/CUMCM-1998-B-005,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,10,10,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,10,1,0,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,derived/scale/papers/CUMCM-1998-B-005/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：最佳灾情巡视路线的数学模型.pdf,E9AC74ACABE68FB0BCBFAAACD49EEB9AB7D4DFDD9323F5DA9EF87F34C196B65D,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1998-B-006,derived/scale/papers/CUMCM-1998-B-006,1998,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,1,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,1,1,0,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,derived/scale/papers/CUMCM-1998-B-006/paper.md,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视的最佳路线_节选_.pdf,A233A55AAA928E3572AB8F4884C44A712D7809725DFB7C4724E9A55959EE6510,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1999-A-001,derived/scale/papers/CUMCM-1999-A-001,1999,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,4,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,4,1,0,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,derived/scale/papers/CUMCM-1999-A-001/paper.md,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：自动化车床管理的数学模型.pdf,0DA82270F0514BF9479127F148DA63F3BBDA07BECBC62759C5ABFF83D3100148,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1999-A-002,derived/scale/papers/CUMCM-1999-A-002,1999,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-1999-A-002/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1999-A-003,derived/scale/papers/CUMCM-1999-A-003,1999,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-1999-A-003/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：自动化车床管理（1）.pdf,47992C0891E70AB44181B6C7CFD63FAC6FFEE78B9BC3399188D1AD69A5396489,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1999-A-004,derived/scale/papers/CUMCM-1999-A-004,1999,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-1999-A-004/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：最优刀具更换周期上界_检查间隔下界的证明.pdf,9B830266F4804B7CEF28C16E2462E58E9571704120A4AD0A63E286614E04DAF6,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-1999-A-005,derived/scale/papers/CUMCM-1999-A-005,1999,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-1999-A-005/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：刀具问题的仿真及灵敏度分析.pdf,1271CC5701D07F1261783D8B611F1C70483B30FA3C5A13967A6007DE00BF81AB,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
