paper_id,source_path,source_sha256,page_count,failure_class,evidence,candidate_repair_strategy,repair_contract_status,manual_review_required
CUMCM-1992-A-004,1992年数学建模国赛优秀论文/1992年A题优秀论文① 关于施肥效果分析问题的评注.pdf,0ED09084F2E15BB17CED39971CC8B3C20F72F789C1B0AD2F4A99DF9642D0B48D,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-001,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：冶炼车间的最优调度模型的检验.pdf,E392B8D28A24EA3FE41FE8D9E5D5F58EA885AE122EE4DDC298FBF271984BB7AC,2,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-002,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车作业调度的随机性分析.pdf,2866722CD8BF834B00BCDE12DB3F275BFC83E0F422B0768C727204F9D27A9EDB,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-003,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车与冶炼炉的作业调度模型.pdf,73DFF2EFA876FA71BF6116B33EBB94D9A115B32D5ED1EC3DA84EC79EBE934D41,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-004,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-005,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车与冶炼炉的作业调度.pdf,73A365948FC67E673777E6FB08B58EABA0B7335254967009DB16C015BA4B44F3,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-006,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车与冶炼炉作业调度的Petri网模型.pdf,47A6681093219359A7A84FA71ADF6D6150493B3556133C106B634CB6F7B29C44,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1995-B-007,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车与冶炼炉的操作模型.pdf,8FFF9C498A59EC5FDA676C2B71FE2193CF3C6D892186E589D847E85F9F2752BE,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-001,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：持续高产捕鱼策略.pdf,B42F3B854FC08AEB3B4AC3B711E6299BE0E2097F280B7C4680DF685119439786,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-002,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略的设计.pdf,6F805577A835F96E739C0700C52008F4B788D8827B93E414FD6986BB4AF9566E,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-003,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼模型.pdf,158A530FEF7ED58BC95791D2CFF58F18D59698707D44775CE5C8FD87EA7EDC8B,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-004,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略.pdf,F8951880E2DB4B2D1BFAC0CFF6C502795695EAAA2389FEBC870D5D0401662064,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-005,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略模型.pdf,CFD5DF8C34BDEE1EDECEDC86F04A4441AE04C294EFC3FC8BEBCBD4F0CCF86B39,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-006,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略问题.pdf,473E0BCF96DBE6C460C8EAD73B66B6691E361BEBB504D08E94F02CCAE85ACDF3,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-007,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略问题答卷评述.pdf,2BD383B1BB38E93EC34C70DA8269EE0E7A883EEC93133823016B2E35DBEC6126,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-A-008,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最佳捕鱼策略的数学模型.pdf,0FDBCFDBD66735D7FCBAC1CF309657AAB2C37FDC914E0818F2508B4C53F93455,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-B-002,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：关于洗衣机节水的数学模型.pdf,A37A5C69FF767B96A459EC678E826B750297662ACC5A3AB52C224A711AEE0BA3,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1996-B-004,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：洗衣机的节水优化模型.pdf,907E9301526E62FC341CE96A0FA8832CF83824643CF528AACEE2EC4033E4A283,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-001,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(2).pdf,EA2B6020DF610B497693CCBD4CC1010B13E928C2DE2C9A8E225B540700052FE1,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-002,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数的优化设计.pdf,A1A6EC9F87ED4C00F03E091CD6B6069DBBE09F7B039ECB2A7223EE0D3F981265,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-003,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数设计的动态规划模型.pdf,08D62E763685DA10EEF005E18AEF377C380FDEBA3642A61A623308D4EFD3891B,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-004,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计（4）.pdf,DDABD484517E29DC6185E04122B7473D4E1BD93905D8256E203FFD0F68846701,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-005,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(3).pdf,C818B5A11DDDFF5E9DD8BCBF596074200C0B2B4AEDDBAA74F7E944CDD817DCC6,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-006,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数设计的数学模型.pdf,B9EB0C4B3C538521059B09E2F8E3C3168D6756604CB13D529ED4EC6AD24AEBAD,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-A-007,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计模型和评述.pdf,E30950E3DBE8D11E91F0F2E7202206B9289D899EDB764D55AF5892FEE5A606F3,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-B-001,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：截断切割中的最优排列问题.pdf,2793EE6AB8C7BCB22E969586CDFA8FA3F859F1B96775092C90372077188DA7F3,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-B-002,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：最小费用切割策略.pdf,985A50D88845F35657775DBB7EAF5C68228D9A897EB136E8C73E010DAFE67062,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-B-003,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：截断切割的最优方案.pdf,5CDCA98BAD18F0E2BE780A9FBF6B8E61D0B7566C2DE78949BD772CB89AA70413,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-B-005,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：切割次序的优化.pdf,441AFF8DC36047D45A1DA16EA3AB42F45B25C7728049444CEF3479CA9DD790D7,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1997-B-006,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：最优切割次序模型.pdf,BD6929A9EBF341C312D580736A7254D358909CFA1ABF93B8BCD80912E067F606,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1998-A-002,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：资本市场的最佳投资组合.pdf,6C5D2FE4B42FEEE9FA3A8479355304469E5A450A9E296B335A253C265AA9A368,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1998-A-003,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：风险投资分析.pdf,19DA6A21AD3A826D90A072E50FA5FB10605FF97F821011E073598D9FE9C4AA3A,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1998-A-004,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：资产投资收益与风险模型.pdf,A2BA24A7F0415E57FBEC4C627742E09DD4A40BE2944B9A50ECE16405F2176FB3,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1998-A-006,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合模型.pdf,4E6C60C02F9AC753A0E7E976C414065D9FFBE2CE250B99E83E925BA3FDC9577D,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-1998-B-007,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：多旅行商路线的几个问题.pdf,964628E2521276461DC5B878BE977AEAF63EE0350AFC6B302D9C3F19CEE0FF50,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-001,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计 (2).pdf,72AC67588463BC409976DFB39ECAF2E66F0B4EF8BF327B7CF307141FC1A30374,12,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-006,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案 (2).pdf,FA785AA6CF32805C7B7B309F9930D94EB203667EC25951D864B9CD46FDDCA5DA,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-007,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟 (2).pdf,D09BBED38D6265E10D2F479C10D3C7188BC0901C21D51A633107531842DEBCDC,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-010,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于_车灯线光源的优化设计_问题的光学思路.pdf,16DCD597E798C80E8E319B2B83D346F91C7EE0C24D99C49E486B2AF636DC017D,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-013,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨 (2).pdf,389167157195A755373B350F162A186F0B13E33E122C770C079BB4EF40F5425E,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-014,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题 (2).pdf,65B3EF4D427C379FCE2F7D42D2F97E14C8C98F05F7567511ACB4B47E89884DC7,9,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2002-A-015,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型 (2).pdf,94A24F2364FFF56E6B7BDBB4DC0F4D73FC27EF9FDBAA70F8A5620D118D477740,9,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-A-001,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制 (2).pdf,10DC3713D196BF397E9DD4993CD968E15E0E86D9E3D3FC880920F45BE1447472,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-A-004,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型 (2).pdf,80C5D75887F0F1CDA338DEB01CA98B1DCD7D2BFE8E8FC6847F0627B6D645B071,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-A-009,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型 (2).pdf,97B376ECFC098C8AC764B55366A4885C15613AC5550F774D84390466AE4D5F89,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-A-010,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究 (2).pdf,3BAC38062D1B5C4DC4B705D02DAE2318A9366CD537D86BD3FDCEE0439008EC11,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-B-002,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计 (2).pdf,8DFA082AAF3A10212028F98609CEBE33923CA4110640B7F1F8EB62B41C682C14,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-B-004,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排A.pdf,A8EBEDCF3EA30F488DEBB3A5F2B4BB94FB3218C3A541B1FA375B5828B862C3F2,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-B-006,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排 (2).pdf,C74FDA2CAA006A8E7C1B6DAED017029A4E24032C9FEFE8F415A328FE44E38EAF,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-B-010,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排_的模型和评述.pdf,4C2BDD36CAF5191721BD10121A36AEAE8313668D0AD5E34186219BE422026101,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2003-B-011,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排B.pdf,FC6D6D5F62F5ED7FC676BE234FA904B617642FCA842586514F6A83DE6B0D4264,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-A-001,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运场馆中临时商业网点设计中的数学模型化方法.pdf,6F59C6F99C2E72BEF73A7409BE8FED8F6261D92FEDEFB1EEBE05E40979F4B328,5,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-A-002,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：基于利润最大化的奥运商业网点分布微观经济模型.pdf,A9AFF4DFFDE81387E07556BB097E5A807D78414DF8FCDE889CBCEF7C5D70E83E,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-A-003,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运会网点的优化设计.pdf,900429B9FD46104E02940644A15ACC5D17F95D96B31C9620EA77983139DF6881,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-A-004,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：临时超市网点的规划模型研究.pdf,23EAAE1C120532672ACAAFFED2109297F7E899E671730D969A959253F4239AC7,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-A-005,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：MS网点的合理布局.pdf,D7E622D8FADDE8ED4435F6E61BCF2E2988BBC80CB93D4A8FEAE7130BC33F47FD,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-002,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,7AE127E4764789ECB6255E742A98DD06E26B6E4BD7248466FDD02A6A52159C53,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-003,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型-武汉大学.pdf,BECE9B82D971E3DA984BD797E837BDCEB3A4502673B2A5E53445D94602429C6E,14,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-004,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理.pdf,F36533A312B421683E0F464C8197614BFB3B431A45EE99A5CC72974B10322F8F,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-005,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电路模拟方法在数学建模中的应用.pdf,76B3F2C54167AC1F3A176F4771160B14FA1D7DE5013674031B08470EEBAAF598,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-006,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理(2).pdf,5103243EFC135FBE41CFDA832DF26DA7F595B9DA2F98909C251CEA2D0C442285,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2004-B-007,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型.pdf,80C165D41813DD37BA50E4E7C172F4B9ED6FA162C0D2C5D885421E5B52209DDA,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-A-005,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《人口增长预测模型》.pdf,2D6E63FAD46F69FD00DD01E91EBA4ABC3B3203FC8154EA592C5146D16228D294,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-A-008,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于Leslie模型的中国人口预测及模特卡罗仿真》.pdf,9DDC88931DAF27937044205847D0E72BFF7046B442FF7373187BFFE7032C2CCC,8,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-A-009,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《丁克现象与中国人口增长》.pdf,734EB84E3AF56149C10B81534920710EAB9AC263931AFB185314317C58EE33D8,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-A-012,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》.pdf,B476FFB33A709D5BE237485AE4D9D4508294FF4BB016BD777FF271A639019F42,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-A-015,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口区域结构向量模型》.pdf,3DF1A059C2CDBD8FC6D7C4B7333D66AC16A1F452C7527B24B785618D2411497D,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
