paper_id,category,prior_reason,subject_type,artifact_eligible,source_path,source_sha256,final_status,resolution,evidence
CUMCM-2012-B-007,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (2)/10121505.doc,F34850D4339E358C6A8C548224CEC919AFAA1B0F4ADB660A81114C20D717015F,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2012-C-001,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012C：脑卒中发病环境因素分析及干预 (1)/逐步回归分析/all.jpg,E8494A347664490B96C25EE69D119AF92049E25EFF19890F2375CEE98FD47F0A,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2012-C-003,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012C：脑卒中发病环境因素分析及干预 (2).doc,D3FCC8E0989C76486CBB665FBAC51F584EE1D8442012EFB49D6A50E3B45F2212,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2012-C-004,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012C：脑卒中发病环境因素分析及干预 (1)/基于逐步回归的脑卒中发病环境因素分析及干预模型.doc,A610CEEE3C902F85C0FC590467868550F5CB9D52ECD57E21747EF890671CBDD7,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2012-D-001,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (2).doc,D93A9A6A9DE012927F8A5D4B36E1768CA3F6AFFB6952673F40FE2740D4032766,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2012-D-D044,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (1)/D044.doc,999DE664600FDA9D9811FE4C50324C0C1E4BEC5A0E8BA17BC8D3B66B0D5EAB4C,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2013-A-002,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013年国赛A题.doc,77B0B76C1C041470790FBCC0B35700952FF4729D3D44CD8A6B9D686A6F1CA70F,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-A-006,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013年国赛A题附录.doc,2E7FA8A775109A177ADB8CEF103BB1E1FE0B5D30EA7B08D5F68A98A051CD2DD8,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-001,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/qvlv.asv,D9C462EF2B412A69EB0B9400EE8D72AFB933B2BAED4F6D0688A5457290B2CA1F,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-002,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/qvlv1.asv,E56D8E7166F95C36FE39C6297D4877A8C7FAC59DBC83EA0EA81BB887211CCA39,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-003,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/niuqv.asv,1C0B1A762173E58003FF0912649D90CEEFBE0FC0FE205988D91A7FC016F48360,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-004,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/fangchengnihe.asv,1A058DCC5D93A1A2B631E3435A3F60F55C0C591C2882025A43B825107BB5CA74,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-005,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/ff2.asv,D7320B764EE97AC1061E9A23557E2548CCB66E02C989C3C4B609C9B80B286EF2,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-006,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013年国赛C题.doc,0E411E9D14E0BE50A2CA58ACFF06F7F3380368CBB5DF491A99F8D0DD606FC83C,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-007,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/pingmiannihe.asv,8E91C1FD5BF92F7CFBFE09081410208D110481B809D139253D3A0FA370D863E2,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-008,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/niuqv1.asv,98E66A525D8506C0D0B3AEED72CF4149FF0D414F89B4171834572319D7A98DAB,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-C-009,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/fangchengnihe1.asv,B1B644894B2701987ED7855AA3DEE1672755D5FCD8553CA9CEE4AFDACB2F65AA,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-D-001,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013D：城市公共自行车服务系统运行状况和效率分析/论文.doc,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2013-D-002,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013年国赛D题 .doc,B57D4C0ED73496E665831CAC3BEE0377C8C3D1355520F08CE4957FEA33FC7F5D,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-D-003,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013年国赛D题附录.doc,E53084883530C571F70BB1F391A57512EF3C9A3790478C2202A571096947F84E,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2013-D-004,MANUAL_ELIGIBILITY_REVIEW,MANUAL_ELIGIBILITY_REVIEW,AMBIGUOUS_MANUAL_REVIEW,UNRESOLVED,2013年数学建模国赛真题+优秀论文/2013D：城市公共自行车服务系统运行状况和效率分析 (2)/赣南师范学院科技学院 D 赖铖、袁彦、舒敏.doc,6BEC1C814F4638020F3DA17E90DC9EA483CAB5311CC4CA040F131629F9103ACE,ELIGIBILITY_MANUAL,manual subject-type/membership review,multiple plausible source members; no source strategy invented
CUMCM-2014-A-006,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (3)/关于椭圆参数的计算.doc,A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2014-B-001,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w1-1-1.jpg,D9FFC1EFFC70BFACDBB9B741215EEC0032F75B47858AA84CF8D801CC64204781,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2014-B-B1604,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w1-1-1.jpg,D9FFC1EFFC70BFACDBB9B741215EEC0032F75B47858AA84CF8D801CC64204781,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2014-D-002,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014D：储药槽的设计 (2)/储药柜的设计.doc,0F96568C1507DC18820F68592A9A6DA83C3FE6842CF007A17567C219BEBA841E,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2014-D-003,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014D：储药槽的设计/D-储药槽的设计.doc,2C45B7888C43355B39D0BC01726D842D4744C55DC1E2F8AF829B7DB9D8D4AA35,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope
CUMCM-2021-A-A028,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A028/A1.jpg,339F0E41B101537C5DFAE8A0BA9ECAA434948D8791724C671091E4DFAA7C1A27,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-A-A115,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A115/A1.jpg,C4CCFAC9EAC03AD8B833E2E595A23E9F1A7EA0CBBF68A94205035C3A1CCF6B3D,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-A-A217,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文A题-A217/A1.jpg,161768AEB1E9D258E31A46F476DE676A22F57AE9AEA27978BA88DCB20CAC22D5,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-B-B007,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B007/B1.jpg,C687EC4B8F274A3F2DD3D8DBDD4E93160FB869317A39769921949FD1D739CC28,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-B-B026,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B026/B1.jpg,DCBBF4C7A13F3AED3BCB8815EF93EC3B6DEA5392AC4C2482D2BCA25310DAB906,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-B-B050,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B050/B1.jpg,C6BE943BF780B63CEB6604428FDA51945F454F1043F8D8CD0C9B755A938D8C17,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-B-B106,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文B题-B106/B1.jpg,C2006CC92DDDA31601271F31FAC56DC2C53D04B5A30215E7B08A0555DED45718,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-C-C066,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C066/C1.jpg,1CF669C857E11FD25958DCA7954A9C5F1A4F616DAFB6FD44E6275C73FA4CFCF3,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-C-C085,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C085/C1.jpg,24D7E77815731CDAD56457C691FB63EFD8A1ABD70A15FF6E9519549B6C008449,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-C-C169,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C169/C1.jpg,733C555ACDE12B8E8FEAA88A1AEFE199E696DB16BF0C565C58D25D2AD3FBCD8D,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-C-C283,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C283/C1.jpg,493F17CAAB4B2B076420C0FCB179CFAAE3A95E1F41E967F6F3827BD22C5F6BE4,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-D-D017,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D017/D1.jpg,ACA3B9486DC296F9380F9EF3E657C5DE2C718F62388AA96B89C70A457567DAA9,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-D-D026,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D026/D1.jpg,BFD4A4CE494B06AF94DC8A19AC4FA2F58008238292B37643045C05CDD01D4BD8,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-D-D034,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文D题-D034/D1.jpg,E4B7ADA72E78AED02A11012DF408685A1658D47BDC9B4623A7BC239EAC20EBA0,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-E-E014,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E014/E1.jpg,5CD1E5B933E7BB2238C3CD4A48ADF250527F674AFB2F0DBC1263388519E615CE,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-E-E025,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E025/E1.jpg,AA8D7B9FAD876342DB9A929AC349DD1C7C14C9AAB9508C2D655A4A8B95559692,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2021-E-E037,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文E题-E037/E1.jpg,17AFC86E098AD0A88D6C75DC699EC70FD5C5848C68CBDB492F970D3DECBBFE27,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2022-C-C229,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文C题C229/8122397.jpg,91A05808CCE3A469785B84B91F738760A6A40CECE36A099CE98E034F29E2FF1F,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
CUMCM-2022-E-E014,MANUAL_UNSUPPORTED_FORMAT,MANUAL_UNSUPPORTED_FORMAT,PAPER,UNRESOLVED,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文E题E014/8122239.jpg,DFA068914E29070A744E23D89E0A2AF25027025A945BF5B8F9C04756FB00EAA8,UNSUPPORTED_FORMAT_MANUAL,confirmed Paper has no supported alternate input,paper directory and sequential image members; OCR/image packaging not authorized for eligibility
