alignment,bold,character_spacing,closest_chinese_size,component,confidence,detected_font_families,first_line_indent_mm,first_line_indent_pt,font_size_pt,italic,left_indent_mm,line_spacing_multiple,line_spacing_pt,normalized_font_name,notes,numbering_style,observation_count,observed_value,page_count,paper_id,paragraph_spacing_after_pt,paragraph_spacing_before_pt,pdf_type,problem,raw_font_name,right_indent_mm,source_path,source_sha256,source_type,year
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_4,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
LEFT_OR_MIXED,False,UNKNOWN,小五,body,HIGH,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,13.0,36.85,9.4,False,75.106,1.836,24.9,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,61,size_pt=9.4; bold_ratio=0.03; alignment=LEFT_OR_MIXED,4,CUMCM-2000-B-001,0.0,,text_based,B,F4,73.131,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,figure_caption,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_caption,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_body,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
LEFT,False,UNKNOWN,五号,equation,HIGH,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,10.0,False,20.32,1.603,15.95,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,172,size_pt=10.0; bold_ratio=0.01; alignment=LEFT,4,CUMCM-2000-B-001,33.0,,text_based,B,F4,10.442,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,equation_number,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,reference_label,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,reference_body,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_title,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_heading,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_body,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,code,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,4,CUMCM-2000-B-001,,,text_based,B,UNKNOWN,0.0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购与运输问题.pdf,928130C1395319B8BB1B9877F91E08B6C53978ABE4FABB553B98041834D0DF1C,OBSERVED,2000
