abstract_present,appendix_present,authors,award,bottom_margin_mm,bottom_margin_q1_mm,bottom_margin_q3_mm,created_at,detected_font_families,eligible_for_layout_analysis,eligible_for_typography_analysis,equation_candidate_count,figure_caption_count,font_metadata_available,footer_present,formal_membership,g8_overall_status,g8_quality,g8_subject_type,has_encoding_issues,header_present,height_mm,height_pt,identity_source,institution,is_A4,is_complex_layout,keywords_present,layout_analysis_available,left_margin_mm,left_margin_q1_mm,left_margin_q3_mm,margin_page_count,mixed_page_size,notes,orientation,page_count,page_count_catalog,page_number_position,page_number_present,pages_needing_ocr,pages_with_columns,pages_with_tables,paper_id,pdf_confidence,pdf_type,problem,problem_code,raw_pdf_fonts,reference_entry_count,reference_present,right_margin_mm,right_margin_q1_mm,right_margin_q3_mm,semantic_exclusion,source_canonical,source_exists,source_path,source_role,source_sha256,source_sha256_catalog,status,table_caption_count,text_item_count,text_layer_available,title,title_text,top_margin_mm,top_margin_q1_mm,top_margin_q3_mm,updated_at,width_mm,width_pt,year
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,0,281.1638888888889,797.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,font_or_text_layer_not_reliable,PORTRAIT,8,,UNKNOWN,0,"1,2,3,4,5,6,7,8",,,CUMCM-2004-B-002,0.8,image_based,B,B,------------------------------------;KaiTi,0,0,,,,,True,1,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,primary,7AE127E4764789ECB6255E742A98DD06E26B6E4BD7248466FDD02A6A52159C53,7AE127E4764789ECB6255E742A98DD06E26B6E4BD7248466FDD02A6A52159C53,active,0,42,1,unknown,,,,,2026-08-18T00:06:15+08:00,199.67222222222222,566.0,2004
1,1,unknown,unknown,18.295,18.295,18.295,2026-08-18T00:06:15+08:00,Arial;KaiTi;SimHei;SimSun/Song;SymbolMT;Tahoma;Times New Roman,1,1,853,11,1,1,FORMAL,COMPLETE,Q2,PAPER,0,0,297.0388888888889,842.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,31.708,31.707,31.708,40,False,,PORTRAIT,41,,BOTTOM,1,,,,CUMCM-2008-B-004,1.0,text_based,B,B,------------------------------------;GKAHBA+SimSun;GKAHIN+STKaiti;TimesNewRomanPS-BoldMT;TimesNewRomanPSMT;SimSun;KaiTi;GKAIBB+SimHei;Arial-BoldMT;TimesNewRomanPS-ItalicMT;GKAMMH+SymbolMT;Tahoma,58,1,-64.609,-64.609,-64.609,,True,1,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,primary,E6F3372C6239AC933B750CB4A0B04F8F0ABAF1F922DC0A02E712FE431A2994A8,E6F3372C6239AC933B750CB4A0B04F8F0ABAF1F922DC0A02E712FE431A2994A8,active,10,3722,1,unknown,件、网上咨询等）与队外的任何人（包括指导教师）研究、讨论与赛题有关的问,25.421,25.417,28.817,2026-08-18T00:06:15+08:00,209.98038888888888,595.22,2008
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,PROBLEM_PACKAGE,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2020-D-002,,NOT_ANALYZED,D,D,,,,,,,,True,1,2020年数学建模国赛真题+优秀论文/2020年赛题/2020年国赛D题.docx,primary,45463E4F8EC6B5E66172F7D09205E5E82F930E288DA22AB56DFA54B9260C2F93,45463E4F8EC6B5E66172F7D09205E5E82F930E288DA22AB56DFA54B9260C2F93,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2020
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,COMPLETE,UNKNOWN,PAPER,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2011-D-013,,NOT_ANALYZED,D,D,,,,,,,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题 (2).doc,primary,2D19468524DDDBEF409012F393460A92B0A9F24CFC01906F63720C13731BE66A,2D19468524DDDBEF409012F393460A92B0A9F24CFC01906F63720C13731BE66A,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2011
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,SUPPORTING_MATERIAL,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2011-D-014,,NOT_ANALYZED,D,D,,,,,,,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案1规格2.lg4,primary,B04B0B102553BBE4400545DD99A922603CEF92214717D9313787FA4D95094931,B04B0B102553BBE4400545DD99A922603CEF92214717D9313787FA4D95094931,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2011
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,Times New Roman,1,1,0,0,1,0,FORMAL,COMPLETE,Q2,PAPER,0,1,259.9266666666666,736.8,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,,PORTRAIT,7,,UNKNOWN,0,,,,CUMCM-2005-B-004,0.86,text_based,B,B,------------------------------------;Times-Roman,0,0,,,,,True,1,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁问题.pdf,primary,23D1D011AAA360A297302090DF300AEF2165AD4EE9739F759D1B8CB63146E0C2,23D1D011AAA360A297302090DF300AEF2165AD4EE9739F759D1B8CB63146E0C2,active,0,28,1,unknown,,,,,2026-08-18T00:06:15+08:00,200.4906666666667,568.32,2005
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,0,278.34166666666664,789.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,font_or_text_layer_not_reliable,PORTRAIT,5,,UNKNOWN,0,"1,2,3,4,5",,,CUMCM-1997-A-002,0.8,image_based,A,A,------------------------------------;KaiTi,0,0,,,,,True,1,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数的优化设计.pdf,primary,A1A6EC9F87ED4C00F03E091CD6B6069DBBE09F7B039ECB2A7223EE0D3F981265,A1A6EC9F87ED4C00F03E091CD6B6069DBBE09F7B039ECB2A7223EE0D3F981265,active,0,20,1,unknown,,,,,2026-08-18T00:06:15+08:00,206.0222222222222,584.0,1997
0,0,unknown,unknown,70.73,70.73,70.73,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,0,297.0388888888889,842.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,0,1,38.059,38.059,38.059,6,False,font_or_text_layer_not_reliable,PORTRAIT,7,,UNKNOWN,0,"1,2,3,4,5,6,7",,,CUMCM-2007-C-002,0.8,image_based,C,C,------------------------------------;SimSun;SimSun;KaiTi,0,0,-3.308,-3.308,-3.308,,True,1,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐资费问题的评价与优化设计模型》.pdf,primary,9E7C750F98C9CC2B2E6B98AAE3B5C60B637B3968B34AEF98D12D6FA74ADED657,9E7C750F98C9CC2B2E6B98AAE3B5C60B637B3968B34AEF98D12D6FA74ADED657,active,0,56,1,unknown,http://www.madio.net,80.998,80.998,80.998,2026-08-18T00:06:15+08:00,209.90277777777777,595.0,2007
0,0,unknown,unknown,16.334,16.184,17.171,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,1,1,688,0,1,1,FORMAL,COMPLETE,Q2,PAPER,0,1,248.70833333333334,705.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,12.841,12.841,12.894,6,False,,PORTRAIT,7,,TOP,1,,,,CUMCM-1999-B-001,1.0,text_based,B,B,------------------------------------;STSong-Light;Times-Roman;cajcd-fntaa;Times-Italic;Times-Bold;cajcd-fntbd;KaiTi;cajcd-fntlt;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax;Syntax,0,0,10.213,10.195,10.231,,True,1,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999B：钻井布局问题评述.pdf,primary,DABADD2C7CCE310B927FBACF000A8B6B9BF370773DB7C2AF11000C960DA6930B,DABADD2C7CCE310B927FBACF000A8B6B9BF370773DB7C2AF11000C960DA6930B,active,0,1976,1,unknown,"M A TH EM A T ICSINPRA CT ICE ANDTH EO R Y | m erica l exam p les, the ob ta ined so lu tion to p rob lem(1)is 4 and the ava ilab le o ld d rilling s a reP₂,",14.146,14.146,14.146,2026-08-18T00:06:15+08:00,167.56944444444446,475.0,1999
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,SUPPORTING_MATERIAL,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2014-C-001,,NOT_ANALYZED,C,C,,,,,,,,True,1,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014C：生猪养殖场经营管理的研究 (2)/模型二（1）.nb,primary,26A700E473BBB874B0B725767894B1E44F573172F80E69ED901EFE3C65E28DF3,26A700E473BBB874B0B725767894B1E44F573172F80E69ED901EFE3C65E28DF3,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2014
