paper_id,issue_type,affected_pages,observed_value,expected_range,interpretation,excluded_from_consensus,notes
CUMCM-2020-B-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2008-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2003-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1996-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-B-001,NON_PDF_SOURCE,,.png,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1995-B-002,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2024-B-001,PROBLEM_PACKAGE_SOURCE,all,competition problem statement,formal Paper,"Rendered source is a problem statement package, not a formal award Paper PDF.",1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2024-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2025-A-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-002,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2025-D-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-B-003,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2005-B-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1996-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1995-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2016-A-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-003,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2023-A-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-001,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2010-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-D-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1996-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2008-A-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2019-D-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-004,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-002,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-005,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-006,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2015-D-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-003,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2010-D-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-A-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1993-A-001,NONCANONICAL_PDF_MEMBER,,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年A题优秀论文① 非线性交调的频率设计.pdf,canonical=True,"Paper status permits analysis, but selected PDF membership is non-canonical.",0,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1993-A-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-007,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-008,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2016-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-B-002,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-B-001,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-009,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-C-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2006-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-010,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-004,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1998-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-C-001,NON_PDF_SOURCE,,.jpg,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1998-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-011,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-005,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2024-A-001,PROBLEM_PACKAGE_SOURCE,all,competition problem statement,formal Paper,"Rendered source is a problem statement package, not a formal award Paper PDF.",1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2024-A-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2011-D-012,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2002-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-B-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1996-A-004,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2009-C-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-D-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2004-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2020-D-002,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-013,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-014,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-C-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-C-001,NON_PDF_SOURCE,,.nb,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-E-001,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2018-D-001,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-B-001,NON_PDF_SOURCE,,.jpg,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2003-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2010-A-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-B-003,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2013-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-A-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2023-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2007-D-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-C-002,NON_PDF_SOURCE,,.nb,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-B-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-015,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2023-E-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2003-A-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1998-A-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2020-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-D-006,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-D044,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2002-A-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2009-B-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2005-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-B-004,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-A-001,NON_PDF_SOURCE,,.png,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-007,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-C-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-C-002,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2018-C-001,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-E-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2017-B-002,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2007-C-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-016,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-017,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2017-C-001,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-018,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-D-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2003-B-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-C-003,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-019,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-B-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2021-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2015-D-003,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-020,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2010-B-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-A-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2008-B-008,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-002,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-E-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
