membership_id,paper_id,path,role,canonical,notes,created_at
MEM-CUMCM-2007-B-001-6C7B5426,CUMCM-2007-B-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《关于多目标道路寻优问题的研究》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1995-B-001-E392B8D2,CUMCM-1995-B-001,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：冶炼车间的最优调度模型的检验.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1999-A-001-0DA82270,CUMCM-1999-A-001,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：自动化车床管理的数学模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-B-001-BA89E0F6,CUMCM-2001-B-001,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度优化模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2020-A-001-260BF50A,CUMCM-2020-A-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020A：回焊炉温曲线优化控制.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2016-B-001-1FB8DF50,CUMCM-2016-B-001,2016年数学建模国赛真题+优秀论文/2016年优秀论文/2016B：小区开放道路通行影响 (1).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-C-001-D3CD7826,CUMCM-2007-C-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐评价模型》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-001-A5496363,CUMCM-2011-D-001,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/一类肠衣搭配优化问题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2002-A-002-8E981B48,CUMCM-2002-A-002,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2015-C-001-2FD325AC,CUMCM-2015-C-001,2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015C：月上柳梢头，人约黄昏后 (2).docx,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2020-B-001-473E11B2,CUMCM-2020-B-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：穿越沙漠游戏中的玩家行为决策问题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2003-B-001-6267B728,CUMCM-2003-B-001,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2015-D-001-9ABCA929,CUMCM-2015-D-001,2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015D：众筹筑屋规划方案设计 (1).doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2013-A-A0114-B9100E7F,CUMCM-2013-A-A0114,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响/A0114.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-D-001-0666D69F,CUMCM-2008-D-001,2008年数学建模国赛真题+优秀论文/2008年赛题/2008年国赛D题data_full.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2003-A-001-10DC3713,CUMCM-2003-A-001,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制 (2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1996-A-001-B42F3B85,CUMCM-1996-A-001,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：持续高产捕鱼策略.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1995-A-001-E4141586,CUMCM-1995-A-001,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995A：飞行管理问题的实时算法.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2000-C-001-62544533,CUMCM-2000-C-001,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极的数学模型 (2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1995-B-002-2866722C,CUMCM-1995-B-002,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车作业调度的随机性分析.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2024-B-001-F54529DD,CUMCM-2024-B-001,2024年数学建模国赛真题+优秀论文/2024真题/B题/B题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2025-A-001-A37F6AAD,CUMCM-2025-A-001,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/A题/A题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2006-B-001-9D23F968,CUMCM-2006-B-001,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-002-DF2DFB6A,CUMCM-2011-D-002,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤23.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1999-C-001-FD17ED40,CUMCM-1999-C-001,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999C：煤矸石堆积模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2025-D-001-280D690A,CUMCM-2025-D-001,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/D题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1995-B-003-73DFF2EF,CUMCM-1995-B-003,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车与冶炼炉的作业调度模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2005-B-001-54C3A89E,CUMCM-2005-B-001,2005年数学建模国赛真题+优秀论文/2005年赛题/2005年国赛B题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2002-A-003-654FDAE1,CUMCM-2002-A-003,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-B-002-89768B6C,CUMCM-2001-B-002,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：对于公交汽车调度问题的求解.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-B-001-460E5C8E,CUMCM-2008-B-001,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1996-A-002-6F805577,CUMCM-1996-A-002,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略的设计.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1995-A-002-FC99E3CF,CUMCM-1995-A-002,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995A：飞行管理模型的线性化处理方法.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2015-B-001-E25E7898,CUMCM-2015-B-001,2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015B：互联网+_时代的出租车资源配置 (5).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2005-B-002-130F5D4D,CUMCM-2005-B-002,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁系统的优化设计.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2004-A-001-6F59C6F9,CUMCM-2004-A-001,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运场馆中临时商业网点设计中的数学模型化方法.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2016-A-001-355E40C1,CUMCM-2016-A-001,2016年数学建模国赛真题+优秀论文/2016年赛题/2016年国赛A题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-A-003-18A6A74D,CUMCM-2001-A-003,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-003-7382CC0E,CUMCM-2011-D-003,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级12.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2023-A-001-3E250702,CUMCM-2023-A-001,2023年数学建模国赛真题+优秀论文/2023赛题/A题/A题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2017-B-001-868338C9,CUMCM-2017-B-001,2017年数学建模国赛真题+优秀论文/2017年优秀论文/2017B：“拍照赚钱”的任务定价 (3).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2013-C-001-D9C462EF,CUMCM-2013-C-001,2013年数学建模国赛真题+优秀论文/2013C：古塔的变形/qvlv.asv,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2010-A-001-82D81045,CUMCM-2010-A-001,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-D-001-E8393E9E,CUMCM-2007-D-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》 (2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1996-A-003-158A530F,CUMCM-1996-A-003,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-A-004-837CAB00,CUMCM-2001-A-004,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-D-001-D93A9A6A,CUMCM-2012-D-001,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (2).doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-A-001-63BB2ECB,CUMCM-2008-A-001,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2019-D-001-6FBC20B8,CUMCM-2019-D-001,2019年数学建模国赛真题+优秀论文/2019年赛题/2019年国赛D题 .pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-A-002-71D2F157,CUMCM-2008-A-002,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-A-005-8EB51A5D,CUMCM-2001-A-005,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-004-CE69E3EF,CUMCM-2011-D-004,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格2步骤24.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2018-A-002-EEF9B9FB,CUMCM-2018-A-002,2018年数学建模国赛真题+优秀论文/2018年优秀论文/2018A：高温作业专用服装设计.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2017-A-002-60D2FAD3,CUMCM-2017-A-002,2017年数学建模国赛真题+优秀论文/2017年优秀论文/2017A：CT系统参数标定及成像  (5).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-D-002-2143F705,CUMCM-2012-D-002,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (1)/kxljmethod1.fig,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-A-001-88E3E71E,CUMCM-2007-A-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2003-A-002-09FAC486,CUMCM-2003-A-002,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-005-399E82DE,CUMCM-2011-D-005,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤210.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2004-A-002-A9AFF4DF,CUMCM-2004-A-002,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：基于利润最大化的奥运商业网点分布微观经济模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-006-D256EA9C,CUMCM-2011-D-006,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案1规格1.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2015-D-002-6654537F,CUMCM-2015-D-002,2015年数学建模国赛真题+优秀论文/2015年赛题/2015年国赛D题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1998-A-001-4A2874E6,CUMCM-1998-A-001,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资收益与风险的优化模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-D-003-AC28C456,CUMCM-2012-D-003,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (1)/dykxlj1.fig,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2002-A-004-08F6F1C5,CUMCM-2002-A-004,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计(1).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-A-001-3D58DB4E,CUMCM-2011-A-001,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（7）.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2020-B-002-26781A9C,CUMCM-2020-B-002,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：基于动态规划、统计分析、静态博弈的穿越沙漠游戏策咯设计.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2001-B-003-F907B8F8,CUMCM-2001-B-003,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2010-D-001-ACEA7FB6,CUMCM-2010-D-001,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价（1）.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-A-002-AAD869BC,CUMCM-2011-A-002,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（8）.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-A-002-3CE27BD6,CUMCM-2007-A-002,2007年数学建模国赛真题+优秀论文/2007年赛题/2007年国赛A题App1.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1993-A-001-79DA6286,CUMCM-1993-A-001,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年A题优秀论文① 非线性交调的频率设计.pdf,primary,False,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1993-A-001-2358AE2F,CUMCM-1993-A-001,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年A题优秀论文② 非线性交调的频率设计.pdf,primary,False,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-007-97C1EA07,CUMCM-2011-D-007,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题 (4).doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-A-003-27AE164C,CUMCM-2007-A-003,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型的建立与分析》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-008-F45D4F1A,CUMCM-2011-D-008,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级20.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2000-B-002-576816C4,CUMCM-2000-B-002,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：管道订购和运输.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1993-B-001-9754E449,CUMCM-1993-B-001,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年B题优秀论文② 足球排名次问题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2016-D-001-0D4D49FE,CUMCM-2016-D-001,2016年数学建模国赛真题+优秀论文/2016年赛题/2016年国赛D题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-B-002-64076CB4,CUMCM-2012-B-002,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (2)/LINGO1.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2014-A-A1000-E9C483B8,CUMCM-2014-A-A1000,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (4)/A10009072_吉张鹤轩_杨升_陈同广.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1997-B-001-2793EE6A,CUMCM-1997-B-001,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：截断切割中的最优排列问题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-A-004-89894D24,CUMCM-2007-A-004,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于差分方程的人口预测模型》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-B-002-4930440A,CUMCM-2008-B-002,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨的最优化模型》.PDF,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-009-13B355C5,CUMCM-2011-D-009,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案2规格3步骤2.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2009-C-001-DC2E5948,CUMCM-2009-C-001,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控 (2).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-A-005-2D6E63FA,CUMCM-2007-A-005,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《人口增长预测模型》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2006-D-001-014C704B,CUMCM-2006-D-001,2006年数学建模国赛真题+优秀论文/2006年赛题/2006年国赛D题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-010-2EFE7EC8,CUMCM-2011-D-010,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/降级12.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-D-004-C750BF2C,CUMCM-2012-D-004,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (1)/OB.fig,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1998-A-002-6C5D2FE4,CUMCM-1998-A-002,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：资本市场的最佳投资组合.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2014-A-A2302-A5CE222D,CUMCM-2014-A-A2302,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略/A23022014_杜磊_江启文_汪鑫 .pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-B-B149-90C31398,CUMCM-2012-B-B149,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (4)/B149答卷.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2005-B-003-E1329562,CUMCM-2005-B-003,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1998-A-003-19DA6A21,CUMCM-1998-A-003,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：风险投资分析.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-011-5C0706D7,CUMCM-2011-D-011,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤2.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2012-D-005-6AB92246,CUMCM-2012-D-005,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012D：机器人避障问题 (1)/kxljmethod2.fig,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2024-A-001-7ECE8C6D,CUMCM-2024-A-001,2024年数学建模国赛真题+优秀论文/2024真题/A题/A题.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-012-A314939E,CUMCM-2011-D-012,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级22.lg4,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2004-B-001-EF2F3C06,CUMCM-2004-B-001,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2002-D-001-57A4ACFA,CUMCM-2002-D-001,2002年数学建模国赛真题+优秀论文/2002年赛题/2002年国赛C、D题.doc,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2019-B-001-546270B8,CUMCM-2019-B-001,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019B：同心鼓最佳协作策略的研究.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-1996-A-004-F8951880,CUMCM-1996-A-004,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996A：最优捕鱼策略.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2009-C-002-5A7232CA,CUMCM-2009-C-002,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：飞船的跟踪测控模型.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2003-A-003-449B7913,CUMCM-2003-A-003,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：非典数学模型的建立与分析.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2007-D-002-E08A3E00,CUMCM-2007-D-002,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2002-B-002-1A469B56,CUMCM-2002-B-002,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：“彩票中的数学”问题的优化模型与评述.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-B-003-E43FAB23,CUMCM-2008-B-003,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2000-B-003-AF422606,CUMCM-2000-B-003,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：一类运输问题的建模.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2004-B-002-7AE127E4,CUMCM-2004-B-002,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2008-B-004-E6F3372C,CUMCM-2008-B-004,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2020-D-002-45463E4F,CUMCM-2020-D-002,2020年数学建模国赛真题+优秀论文/2020年赛题/2020年国赛D题.docx,primary,True,,2026-08-18T00:06:15+08:00
MEM-CUMCM-2011-D-013-2D194685,CUMCM-2011-D-013,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题 (2).doc,primary,True,,2026-08-18T00:06:15+08:00
