year,document_id,role,document_subtype,problem_id,title,corpus_eligibility,parse_status,segmentation_status,evidence_status,completeness_status,representation_count,preferred_representation_id,carrier_count,page_count,source_paths,manual_review_status,award_level,notes
2025,2025-DATA-D-006,dataset,supporting_data_or_template,D,D题/附件/附件3/result2-2.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0018,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result2-2.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-D-007,dataset,supporting_data_or_template,D,D题/附件/附件3/result3-1.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0019,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-1.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-D-008,dataset,supporting_data_or_template,D,D题/附件/附件3/result3-2.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0020,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-2.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-D-009,dataset,supporting_data_or_template,D,D题/附件/附件3/result4-1.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0021,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result4-1.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-D-010,dataset,supporting_data_or_template,D,D题/附件/附件3/result4-2.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0022,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result4-2.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-001,dataset,supporting_data_or_template,E,E题/附件/附件1/运动者1和运动者2的跳远成绩.txt,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0024,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1和运动者2的跳远成绩.txt,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-002,dataset,supporting_data_or_template,E,E题/附件/附件1/运动者1的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0025,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-003,dataset,supporting_data_or_template,E,E题/附件/附件1/运动者1的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0026,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1的跳远视频.mp4,open_nonblocking,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-004,dataset,supporting_data_or_template,E,E题/附件/附件1/运动者2的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0027,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者2的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-005,dataset,supporting_data_or_template,E,E题/附件/附件1/运动者2的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0028,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者2的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-006,dataset,supporting_data_or_template,E,E题/附件/附件2.jpg,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0029,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件2.jpg,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-007,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者10第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0030,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者10第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-008,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者10第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0031,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者10第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-009,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者10第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0032,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者10第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-010,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者10第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0033,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者10第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-011,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0034,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-012,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0035,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-013,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0036,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-014,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0037,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-015,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第3次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0038,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第3次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-016,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第3次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0039,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第3次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-017,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第4次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0040,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第4次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-018,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第4次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0041,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第4次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-019,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第5次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0042,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第5次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-020,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者3第5次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0043,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者3第5次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-021,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者4第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0044,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者4第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-022,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者4第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0045,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者4第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-023,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者5第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0046,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者5第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-024,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者5第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0047,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者5第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-025,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者5第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0048,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者5第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-026,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者5第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0049,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者5第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-027,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者6第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0050,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者6第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-028,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者6第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0051,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者6第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-029,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者6第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0052,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者6第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-030,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者6第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0053,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者6第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-031,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者7第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0054,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者7第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-032,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者7第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0055,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者7第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-033,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者7第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0056,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者7第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-034,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者7第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0057,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者7第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-035,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者8第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0058,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者8第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-036,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者8第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0059,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者8第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-037,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者8第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0060,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者8第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-038,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者8第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0061,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者8第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-039,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者9第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0062,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者9第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-040,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者9第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0063,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者9第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-041,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整前/运动者姿势调整前的跳远成绩.txt,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0064,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整前/运动者姿势调整前的跳远成绩.txt,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-042,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者10调整后第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0065,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者10调整后第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-043,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者10调整后第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0066,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者10调整后第1次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-044,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者10调整后第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0067,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者10调整后第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-045,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者10调整后第2次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0068,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者10调整后第2次的跳远视频.mp4,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-046,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0069,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-047,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远视频.mp4,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0070,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远视频.mp4,open_nonblocking,unknown,不依据目录位置推断奖项等级。
2025,2025-DATA-E-048,dataset,supporting_data_or_template,E,E题/附件/附件3/姿势调整后/运动者3调整后第2次的跳远位置信息.xlsx,eligible,structurally_inspected,file_level_complete,verified_from_supplied_bundle,complete_within_supplied_carrier,1,2025-REP-0071,1,0,2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第2次的跳远位置信息.xlsx,closed,unknown,不依据目录位置推断奖项等级。
