year,logical_document_id,title,document_role,document_subtype,problem_code,corpus_eligibility,parse_status,evidence_status,completeness_status,segmentation_status,award_level,award_level_evidence,carrier_count,representation_count,preferred_representation_id,page_count,source_sha256,manual_review_status,notes
2019,logical_1ba7cd1fb86e4b45,2019D：空气质量数据的校准（2）,paper,solution_paper,D,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_1ba7cd1fb86e4b45,39,e11407323cdfeec345779e523cfc729b3ff9a9a126f1ec98468295e49a694b68,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_5566dbaba22652a0,2019D：空气质量数据的校准（3）,paper,solution_paper,D,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_5566dbaba22652a0,31,2cda747e3167d78d7a21a43adb3cb774a53785069f1be5c387a7e060f3525efb,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_865f29871818863a,2019D：空气质量监测数据校准模型研究,paper,solution_paper,D,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_865f29871818863a,36,0a8d5ad9251457e113c1080120d1bd3f938368eddcf16a53ba017b0607708f5d,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_4d33cb2d307f6905,2019E：“薄利多销”分析,paper,solution_paper,E,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_4d33cb2d307f6905,20,6c4c3287fa48799b1a2dcc2ae38a384d99c58d599c3e4177dbd49929137b3576,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_f61081c6ba9bef85,2019E：基于打折力度概念的“薄利多销”模型,paper,solution_paper,E,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_f61081c6ba9bef85,23,7713c814fe742d1bfa4ee1ce0a466b74a09964f05fbaec40c11504b50625e43a,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_089b0209bc381660,2019E：基于数据挖掘对“薄利多销”进行分析,paper,solution_paper,E,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_089b0209bc381660,36,5a65936d38831e1fc1a42eccce6a7ede43582500a0d5b00872f6651dfbc74116,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_9a9779de84e6be62,2019E：薄利多销销售策略的模型研究分析,paper,solution_paper,E,eligible,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_9a9779de84e6be62,37,d8030b8c0d26b54df5b6b285501ecb81ca9518817b85f28ed21c8e0b79e912bb,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_209e08d4cd1baa59,2019全国大学生数学建模竞赛论文格式规范,dataset,format_specification,not_applicable,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_209e08d4cd1baa59,,dd37ed2ab451daa4dca981298e6e54266e6eca9660a5a09fba11b11d51f12e74,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_b450c43d95f7cc43,2019 年国赛 A 题：高压油管的压力控制,problem,problem_statement,A,reference,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_b450c43d95f7cc43,3,5c44f9c6e9c3030e28a3d3878ba8a81a83f1b3ca7da6541e41d66c9260094502,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_c924f842158b3442,2019年国赛A题附件 (1),dataset,supporting_dataset,A,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_c924f842158b3442,,ff4aefbf38de56db593d28c66d2b636418e173b19c3f72d5cb510597f269261d,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_b5791e2b3ce660db,2019年国赛A题附件 (2),dataset,supporting_dataset,A,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_b5791e2b3ce660db,,9c275f5a073359d14da13a054e4033ece82dd579089e643983dd07ec4ce1e4c7,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_26b301c2b203d8a1,2019年国赛A题附件 (3),dataset,supporting_dataset,A,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_26b301c2b203d8a1,,1864d78545d44b8ade7524f95b186030578d08563aa66c6ae7724c3097c3af3c,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_8a310e72cc9cd843,2019 年国赛 B 题：“同心协力”策略,problem,problem_statement,B,reference,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_8a310e72cc9cd843,2,4e35955fcc0efade1347a4a5a6277bc1538883202cdc6c81cb5cca8b90695f58,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_28dd381804368bb4,2019 年国赛 C 题：机场的出租车问题,problem,problem_statement,C,reference,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_28dd381804368bb4,1,58cb86b75e9c3341f2bdc05c6313d5e959ab661ca520df4dbcf0a1638ab0deff,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_3501b9e0037a363c,2019 年国赛 D 题：空气质量数据的校准,problem,problem_statement,D,reference,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_3501b9e0037a363c,1,6fbc20b8afc21b09bdb5d156f6850932db9cc980d1591564379f6bd2e6fa50a3,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_284da834a778d975,2019年国赛D题附件 (1),dataset,supporting_dataset,D,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_284da834a778d975,,479d5891819cbd06f03f3797e11993f283872fee16f0696a9b42d46dda474127,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_a5084d0be9233b69,2019年国赛D题附件 (2),dataset,supporting_dataset,D,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_a5084d0be9233b69,,c7259870a01a878871d5499608029d0caf3025c1671f0dc10220fdfba587be0b,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_20ed112de4708d8e,2019年国赛D题附件 (3),dataset,supporting_dataset,D,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_20ed112de4708d8e,,966ea7be1cf76c5feab122cbef492879518024bbe09602b566c06ef3bde19ff8,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_a27865a8c303d954,2019 年国赛 E 题：“薄利多销”分析,problem,problem_statement,E,reference,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,page_level_complete,unknown,not_observed,1,1,repr_a27865a8c303d954,1,9bbb7176a9184e739f6151d43c960bbb2ac02701c64cc0ff427b723942794153,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_66c59f332b69feaa,2019年国赛E题附件 (1),dataset,supporting_dataset,E,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_66c59f332b69feaa,,98f000ca77cc51493883f52fd8c916760f7287ba1f2bd48a6ea987a16b615f38,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_a278db035e2abf18,2019年国赛E题附件 (2),dataset,supporting_dataset,E,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_a278db035e2abf18,,e3d68b583ace834ee07425778088a8c4a22ea37eb8a4c752321f8665faf43d7d,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_911d32b00a14deda,2019年国赛E题附件 (3),dataset,supporting_dataset,E,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_911d32b00a14deda,,8db14ec4cebab147428d9f687021d5253a4c289b671eab33aa01adde1f2477d8,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_c155791bf8652f01,2019年国赛E题附件 (4),dataset,supporting_dataset,E,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_c155791bf8652f01,,953f7d59ca7473e1de315273e2602e50e0e26e175d02b77b715a2f46ce458de8,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
2019,logical_266e0755dd3f5f2d,2019年国赛E题附件 (5),dataset,supporting_dataset,E,supporting,complete,verified_from_supplied_carrier,complete_for_supplied_carrier,object_level_complete,unknown,not_observed,1,1,repr_266e0755dd3f5f2d,,e6a18671a03c6d18cc689775c4f0e489c4bb0ed62f4e2a0aa5cc1a453afceed1,reviewed_title_abstract_structure_and_render_integrity,同一文件未发现字节级重复；不依据目录推断奖项。
