archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_9a94b75867e5e3b7,pdf,0.91,False,unknown,821320,pdf,2008B：《多因子影响下的高等教育学费模型》.pdf,unknown,unknown,False,20,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《多因子影响下的高等教育学费模型》.pdf,pending,"[""file_9a94b75867e5e3b7""]",see_pdf_manifest,unknown,2008
,pending,carrier_a190ab9b8e0fbeac,pdf,0.91,False,unknown,368502,pdf,2008B：《我国高等教育收费问题的探究》.pdf,unknown,unknown,False,13,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《我国高等教育收费问题的探究》.pdf,pending,"[""file_a190ab9b8e0fbeac""]",see_pdf_manifest,unknown,2008
,pending,carrier_1e1ff5020cd034a7,pdf,0.91,False,unknown,565483,pdf,2008B：《高校学费合理性研究》.PDF,unknown,unknown,False,26,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,pending,"[""file_1e1ff5020cd034a7""]",see_pdf_manifest,unknown,2008
,pending,carrier_c332c42642a2e84b,pdf,0.91,False,unknown,1420723,pdf,2008B：《高等教育学费标准探讨》 (2).pdf,unknown,unknown,False,35,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (2).pdf,pending,"[""file_c332c42642a2e84b""]",see_pdf_manifest,unknown,2008
,pending,carrier_306d1df3a24ac23d,pdf,0.91,False,unknown,954307,pdf,2008B：《高等教育学费标准探讨》 (3).pdf,unknown,unknown,False,19,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (3).pdf,pending,"[""file_306d1df3a24ac23d""]",see_pdf_manifest,unknown,2008
,pending,carrier_bef1d3e3df80c856,pdf,0.91,False,unknown,915839,pdf,2008B：《高等教育学费标准探讨》 (4).pdf,unknown,unknown,False,24,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,pending,"[""file_bef1d3e3df80c856""]",see_pdf_manifest,unknown,2008
,pending,carrier_5eb78668691ba29f,pdf,0.91,False,unknown,1179025,pdf,2008B：《高等教育学费标准探讨》.pdf,unknown,unknown,False,43,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,pending,"[""file_5eb78668691ba29f""]",see_pdf_manifest,unknown,2008
,pending,carrier_0cac125b4d96439b,pdf,0.91,False,unknown,688089,pdf,2008B：《高等教育学费标准探讨的最优化模型》.PDF,unknown,unknown,False,16,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨的最优化模型》.PDF,pending,"[""file_0cac125b4d96439b""]",see_pdf_manifest,unknown,2008
,pending,carrier_9ee2d0196c53fc43,pdf,0.91,False,unknown,1071776,pdf,2008B：《高等教育学费标准的探讨》.pdf,unknown,unknown,False,41,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,pending,"[""file_9ee2d0196c53fc43""]",see_pdf_manifest,unknown,2008
,pending,carrier_d2859bf5dc068bbd,pdf,0.91,False,unknown,796839,pdf,2008B：《高等教育学费标准问题的研究》.pdf,unknown,unknown,False,24,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准问题的研究》.pdf,pending,"[""file_d2859bf5dc068bbd""]",see_pdf_manifest,unknown,2008
,pending,carrier_552913051d77910d,pdf,0.91,False,unknown,491706,pdf,2008B：《高等教育学费的优化模型》.pdf,unknown,unknown,False,24,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费的优化模型》.pdf,pending,"[""file_552913051d77910d""]",see_pdf_manifest,unknown,2008
,pending,carrier_2fdbe547135f37b2,pdf,0.91,False,unknown,427547,pdf,2008C：《地面搜索最短耗时的计算》.pdf,unknown,unknown,False,8,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索最短耗时的计算》.pdf,pending,"[""file_2fdbe547135f37b2""]",see_pdf_manifest,unknown,2008
,pending,carrier_493aca41f82bf88c,pdf,0.91,False,unknown,453090,pdf,2008C：《地面搜索的优化模型》.pdf,unknown,unknown,False,14,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的优化模型》.pdf,pending,"[""file_493aca41f82bf88c""]",see_pdf_manifest,unknown,2008
,pending,carrier_2b91c572d23e7a5e,pdf,0.91,False,unknown,513834,pdf,2008C：《地面搜索的安排计划》.pdf,unknown,unknown,False,9,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的安排计划》.pdf,pending,"[""file_2b91c572d23e7a5e""]",see_pdf_manifest,unknown,2008
,pending,carrier_8bc400c9714c6db6,pdf,0.91,False,unknown,423883,pdf,2008D：《NBA赛程的分析与评价》 (2).pdf,unknown,unknown,False,12,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (2).pdf,pending,"[""file_8bc400c9714c6db6""]",see_pdf_manifest,unknown,2008
,pending,carrier_f88adfa56c3a9271,pdf,0.91,False,unknown,512388,pdf,2008D：《NBA赛程的分析与评价》 (3).pdf,unknown,unknown,False,18,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (3).pdf,pending,"[""file_f88adfa56c3a9271""]",see_pdf_manifest,unknown,2008
,pending,carrier_c736404ba7a0313a,pdf,0.91,False,unknown,559641,pdf,2008D：《NBA赛程的分析与评价》.pdf,unknown,unknown,False,31,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,pending,"[""file_c736404ba7a0313a""]",see_pdf_manifest,unknown,2008
