file_path,source_sha256,file_size_bytes,year,problem_code,pdf_type,page_count,confidence,has_encoding_issues,is_complex_layout,pages_needing_ocr,pages_with_tables,pages_with_columns,open_success,classification_error,detection_error,machine_routing,visual_review_required,visual_review_reason,page_zero_in_output,out_of_range_pages,cache_hit,audited_at,sha256,g1_sha256,sha_match,issues,pre_audit_sha,post_audit_sha,sha_changed_by_audit,timestamp,pdf_inspector_version,audit_schema_version,audit_year,audit_source_file
2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015C：月上柳梢头，人约黄昏后 (4).pdf,A26039C0098CE1FB1B2C4ABE97617293B85C9A8E1B5B600DF697801B1E5C6504,529055,2015,unknown,text_based,25,1.0,False,False,[],[],[],True,,,NATIVE_TEXT_REVIEW,False,,0,0,False,2026-08-20T11:29:00+0800,,,,,,,,,,,2015,catalog/pilot/pdf_audit_2015.csv
2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015D：众筹筑屋规划方案设计 (3).pdf,74203B2E3B6EBF7FBEFCA0AA82E360C4967474A6D1AF70E1CE569110ED4531E3,786268,2015,unknown,text_based,21,1.0,False,False,[],[],[],True,,,NATIVE_TEXT_REVIEW,False,,0,0,False,2026-08-20T11:29:00+0800,,,,,,,,,,,2015,catalog/pilot/pdf_audit_2015.csv
2015年数学建模国赛真题+优秀论文/2015年赛题/2015年国赛D题附件2 中华人民共和国土地增值税暂行条例.pdf,D5AE5C859D9FD9FFD48D5493455D254334D15CBC082F93109FE2AAB9D8697C42,222573,2015,unknown,text_based,5,1.0,False,False,[],[],[],True,,,NATIVE_TEXT_REVIEW,False,,0,0,False,2026-08-20T11:29:00+0800,,,,,,,,,,,2015,catalog/pilot/pdf_audit_2015.csv
2015年数学建模国赛真题+优秀论文/2015年赛题/2015年国赛D题附件3 其他相关说明.pdf,A3C542CF191AB8F7A6FBE4DA6085F4B8A4BC5871E464916F9BC049C9C7E0C3A4,134443,2015,unknown,text_based,1,1.0,False,False,[],[],[],True,,,NATIVE_TEXT_REVIEW,False,,0,0,False,2026-08-20T11:29:00+0800,,,,,,,,,,,2015,catalog/pilot/pdf_audit_2015.csv
2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/A题/A题.pdf,,,,,text_based,1,1.0,False,False,[],,,,,,NATIVE_TEXT_REVIEW,,,,,,,A37F6AAD30B16EA09DA9CB320CE194B12D3A28874008CF9FF19549F6C6079447,A37F6AAD30B16EA09DA9CB320CE194B12D3A28874008CF9FF19549F6C6079447,True,[],A37F6AAD30B16EA09DA9CB320CE194B12D3A28874008CF9FF19549F6C6079447,A37F6AAD30B16EA09DA9CB320CE194B12D3A28874008CF9FF19549F6C6079447,False,2026-08-20T12:43:19.928104,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/B题/B题.pdf,,,,,text_based,2,1.0,False,False,[],,,,,,NATIVE_TEXT_REVIEW,,,,,,,B0B2CE649282C2D7063AF3C30AC9C0D931512DC86014D3147BC765D8F1C8CF87,B0B2CE649282C2D7063AF3C30AC9C0D931512DC86014D3147BC765D8F1C8CF87,True,[],B0B2CE649282C2D7063AF3C30AC9C0D931512DC86014D3147BC765D8F1C8CF87,B0B2CE649282C2D7063AF3C30AC9C0D931512DC86014D3147BC765D8F1C8CF87,False,2026-08-20T12:43:19.934216,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/C题/C题.pdf,,,,,text_based,2,1.0,False,False,[],,,,,,NATIVE_TEXT_REVIEW,,,,,,,D54400F4BB9920C0D37F15F5B6BC161AA281C4B32C03C063EFDEB739716EAC08,D54400F4BB9920C0D37F15F5B6BC161AA281C4B32C03C063EFDEB739716EAC08,True,[],D54400F4BB9920C0D37F15F5B6BC161AA281C4B32C03C063EFDEB739716EAC08,D54400F4BB9920C0D37F15F5B6BC161AA281C4B32C03C063EFDEB739716EAC08,False,2026-08-20T12:43:19.943794,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/D题.pdf,,,,,text_based,2,1.0,False,False,[],,,,,,NATIVE_TEXT_REVIEW,,,,,,,280D690A1F78F5FF0889760592BF30DE903AC5144ED8491D59AE744E560C4AA8,280D690A1F78F5FF0889760592BF30DE903AC5144ED8491D59AE744E560C4AA8,True,[],280D690A1F78F5FF0889760592BF30DE903AC5144ED8491D59AE744E560C4AA8,280D690A1F78F5FF0889760592BF30DE903AC5144ED8491D59AE744E560C4AA8,False,2026-08-20T12:43:19.952485,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/E题.pdf,,,,,text_based,1,1.0,False,False,[],,,,,,NATIVE_TEXT_REVIEW,,,,,,,1E6ECC6D75D2AAA0EAE3DC961704FD17F1CD452A51490C80855A9F799CE1A958,1E6ECC6D75D2AAA0EAE3DC961704FD17F1CD452A51490C80855A9F799CE1A958,True,[],1E6ECC6D75D2AAA0EAE3DC961704FD17F1CD452A51490C80855A9F799CE1A958,1E6ECC6D75D2AAA0EAE3DC961704FD17F1CD452A51490C80855A9F799CE1A958,False,2026-08-20T12:43:19.957438,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A066.pdf,,,,,image_based,86,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,9C14EAB19304FE45A36E45A965FA740E2636690630ECD8528335D4E4AEC3E2D4,9C14EAB19304FE45A36E45A965FA740E2636690630ECD8528335D4E4AEC3E2D4,True,[],9C14EAB19304FE45A36E45A965FA740E2636690630ECD8528335D4E4AEC3E2D4,9C14EAB19304FE45A36E45A965FA740E2636690630ECD8528335D4E4AEC3E2D4,False,2026-08-20T12:43:19.980736,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,,,,,image_based,98,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,True,[],B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,False,2026-08-20T12:43:20.008886,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/B060.pdf,,,,,image_based,72,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,17C1B7E255DCBB8E8AC34C0A750E39D7DF1EE4A5ED0D0323B46388F168090330,17C1B7E255DCBB8E8AC34C0A750E39D7DF1EE4A5ED0D0323B46388F168090330,True,[],17C1B7E255DCBB8E8AC34C0A750E39D7DF1EE4A5ED0D0323B46388F168090330,17C1B7E255DCBB8E8AC34C0A750E39D7DF1EE4A5ED0D0323B46388F168090330,False,2026-08-20T12:43:20.026873,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,,,,,image_based,122,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,True,[],515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,False,2026-08-20T12:43:20.063764,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C132.pdf,,,,,image_based,65,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,08EC307CDC65A673E6838E2E3D00B2337DA414E7891284617E10F370E5F246B5,08EC307CDC65A673E6838E2E3D00B2337DA414E7891284617E10F370E5F246B5,True,[],08EC307CDC65A673E6838E2E3D00B2337DA414E7891284617E10F370E5F246B5,08EC307CDC65A673E6838E2E3D00B2337DA414E7891284617E10F370E5F246B5,False,2026-08-20T12:43:20.084009,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/D037.pdf,,,,,image_based,37,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,BDBED46FF5D5841AF82FA6441C8AB3D83A62658672857E445DEADFD8DAD1F0AC,BDBED46FF5D5841AF82FA6441C8AB3D83A62658672857E445DEADFD8DAD1F0AC,True,[],BDBED46FF5D5841AF82FA6441C8AB3D83A62658672857E445DEADFD8DAD1F0AC,BDBED46FF5D5841AF82FA6441C8AB3D83A62658672857E445DEADFD8DAD1F0AC,False,2026-08-20T12:43:20.097712,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/E030.pdf,,,,,image_based,36,0.800000011920929,False,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",,,,,,IMAGE_VISUAL_REVIEW,,,,,,,7270DACAB35167E998141D5D34C34D12A912B3620249A892697211F24D009E0D,7270DACAB35167E998141D5D34C34D12A912B3620249A892697211F24D009E0D,True,[],7270DACAB35167E998141D5D34C34D12A912B3620249A892697211F24D009E0D,7270DACAB35167E998141D5D34C34D12A912B3620249A892697211F24D009E0D,False,2026-08-20T12:43:20.111078,1.15.0,1,2025,catalog/pilot/pdf_audit_2025.csv
